symbol,timestamp,open,high,low,close,volume,sector
CVX,2024-05-01T16:00:00Z,173.9581,174.6607,171.6487,172.3449,728894,ENERGY
KO,2024-05-01T16:00:00Z,197.6905,201.2669,196.3005,199.8617,961076,STAPLES
PG,2024-05-01T16:00:00Z,239.445,242.4992,238.699,241.746,1583634,STAPLES
AAPL,2024-05-02T16:00:00Z,43.3688,43.4376,43.2927,43.3615,1128203,TECH
MSFT,2024-05-02T16:00:00Z,59.3584,59.3781,57.8986,57.9179,1503961,TECH
NVDA,2024-05-02T16:00:00Z,66.0822,67.0649,65.6593,66.6384,766054,TECH
JPM,2024-05-02T16:00:00Z,93.0843,93.0893,92.059,92.064,722764,FINANCIALS
GS,2024-05-02T16:00:00Z,124.8135,125.2473,124.3932,124.8269,1169737,FINANCIALS
BAC,2024-05-02T16:00:00Z,128.5736,129.3835,125.7391,126.5361,1573627,FINANCIALS
XOM,2024-05-02T16:00:00Z,168.3691,169.1089,167.7792,168.5184,1238502,ENERGY
CVX,2024-05-02T16:00:00Z,172.1695,172.7532,166.8745,167.4422,1340824,ENERGY
KO,2024-05-02T16:00:00Z,199.6507,199.8796,198.0309,198.2583,1479506,STAPLES
PG,2024-05-02T16:00:00Z,241.779,242.384,238.9343,239.5337,1261158,STAPLES
AAPL,2024-05-03T16:00:00Z,43.3601,43.655,43.0591,43.354,1268632,TECH
MSFT,2024-05-03T16:00:00Z,57.9414,58.5359,57.9231,58.5175,1349172,TECH
NVDA,2024-05-03T16:00:00Z,66.4414,68.2051,66.1211,67.8779,1102334,TECH
JPM,2024-05-03T16:00:00Z,92.0973,92.623,91.8854,92.4104,886759,FINANCIALS
GS,2024-05-03T16:00:00Z,124.8866,125.8317,122.8929,123.83,1495295,FINANCIALS
BAC,2024-05-03T16:00:00Z,126.6952,126.7454,124.8711,124.9206,711280,FINANCIALS
XOM,2024-05-03T16:00:00Z,168.5709,168.6141,167.7248,167.7678,1523721,ENERGY
CVX,2024-05-03T16:00:00Z,167.1992,168.3747,167.16,168.3352,790147,ENERGY
KO,2024-05-03T16:00:00Z,197.9701,199.5637,197.3257,198.9162,1105095,STAPLES
PG,2024-05-03T16:00:00Z,239.747,240.2496,237.0208,237.5188,1222896,STAPLES
AAPL,2024-05-06T16:00:00Z,43.3644,43.5707,42.8988,43.1038,1323004,TECH
MSFT,2024-05-06T16:00:00Z,58.4074,58.4078,57.7033,57.7036,1057885,TECH
NVDA,2024-05-06T16:00:00Z,67.7199,69.0345,67.3162,68.6254,956682,TECH
JPM,2024-05-06T16:00:00Z,92.3794,92.3795,92.1449,92.145,1518233,FINANCIALS
GS,2024-05-06T16:00:00Z,123.9252,124.1186,123.083,123.2754,833012,FINANCIALS
BAC,2024-05-06T16:00:00Z,124.8846,125.111,124.0398,124.2651,765536,FINANCIALS
XOM,2024-05-06T16:00:00Z,167.9765,168.8552,165.107,165.9752,1252881,ENERGY
CVX,2024-05-06T16:00:00Z,168.4779,173.4938,167.0904,172.0767,917552,ENERGY
KO,2024-05-06T16:00:00Z,198.5405,199.3112,195.5301,196.2921,827594,STAPLES
PG,2024-05-06T16:00:00Z,236.9466,238.6856,236.8759,238.6144,1189654,STAPLES
AAPL,2024-05-07T16:00:00Z,43.1587,43.2158,42.801,42.8577,1152732,TECH
MSFT,2024-05-07T16:00:00Z,57.6841,57.9863,53.4962,53.7779,765100,TECH
NVDA,2024-05-07T16:00:00Z,68.5657,68.6625,67.3171,67.4122,717501,TECH
JPM,2024-05-07T16:00:00Z,92.2056,92.425,89.7623,89.9764,1550999,FINANCIALS
GS,2024-05-07T16:00:00Z,123.2047,123.5584,119.0713,119.4142,818590,FINANCIALS
BAC,2024-05-07T16:00:00Z,124.498,124.7176,119.6913,119.9028,1174777,FINANCIALS
XOM,2024-05-07T16:00:00Z,165.9636,173.0767,165.2868,172.3738,1324219,ENERGY
CVX,2024-05-07T16:00:00Z,172.4326,177.8629,171.98,177.3973,1175082,ENERGY
KO,2024-05-07T16:00:00Z,196.342,196.8184,186.5016,186.9552,761175,STAPLES
PG,2024-05-07T16:00:00Z,238.7113,238.7315,236.9328,236.9529,760139,STAPLES
AAPL,2024-05-08T16:00:00Z,42.8584,42.9991,41.9877,42.1259,703812,TECH
MSFT,2024-05-08T16:00:00Z,53.7854,54.0735,49.9788,50.2479,1073576,TECH
NVDA,2024-05-08T16:00:00Z,67.4115,67.4568,66.3623,66.4069,1105302,TECH
JPM,2024-05-08T16:00:00Z,90.0253,91.2518,89.3904,90.6128,917211,FINANCIALS
GS,2024-05-08T16:00:00Z,119.4396,120.2802,113.0787,113.8802,1229843,FINANCIALS
BAC,2024-05-08T16:00:00Z,119.9908,120.1423,119.7165,119.8678,832124,FINANCIALS
XOM,2024-05-08T16:00:00Z,172.7732,172.8571,167.8684,167.9499,741011,ENERGY
CVX,2024-05-08T16:00:00Z,177.1243,177.7842,170.303,170.9398,1511517,ENERGY
KO,2024-05-08T16:00:00Z,187.1991,191.0471,186.0118,189.843,1262521,STAPLES
PG,2024-05-08T16:00:00Z,236.7862,237.1388,228.2926,228.6331,1351358,STAPLES
AAPL,2024-05-09T16:00:00Z,42.1323,42.2547,41.9342,42.0565,826717,TECH
MSFT,2024-05-09T16:00:00Z,50.17,50.4626,49.9991,50.2913,1368540,TECH
NVDA,2024-05-09T16:00:00Z,66.4545,66.5424,62.8695,62.9528,1382256,TECH
JPM,2024-05-09T16:00:00Z,90.5588,93.3793,90.0807,92.8888,752810,FINANCIALS
GS,2024-05-09T16:00:00Z,113.9959,114.0071,113.7811,113.7922,1581794,FINANCIALS
BAC,2024-05-09T16:00:00Z,119.8698,122.918,119.5655,122.6068,1108033,FINANCIALS
XOM,2024-05-09T16:00:00Z,167.912,168.0194,161.7667,161.8702,1235945,ENERGY
CVX,2024-05-09T16:00:00Z,170.8443,172.7517,170.69,172.5957,858292,ENERGY
KO,2024-05-09T16:00:00Z,189.6422,191.4326,189.6298,191.42,1263219,STAPLES
PG,2024-05-09T16:00:00Z,228.6987,230.0717,224.6909,226.048,818549,STAPLES
AAPL,2024-05-10T16:00:00Z,41.9984,42.7113,41.9496,42.6617,1479725,TECH
MSFT,2024-05-10T16:00:00Z,50.3328,53.3882,50.1443,53.189,706608,TECH
NVDA,2024-05-10T16:00:00Z,62.8628,63.9142,62.5687,63.6165,1301030,TECH
JPM,2024-05-10T16:00:00Z,92.8208,99.1767,92.5081,98.8437,1283617,FINANCIALS
GS,2024-05-10T16:00:00Z,113.6661,119.1592,113.4506,118.9338,1481944,FINANCIALS
BAC,2024-05-10T16:00:00Z,122.3761,124.3854,122.0134,124.0178,1071892,FINANCIALS
XOM,2024-05-10T16:00:00Z,161.9144,169.9453,161.1794,169.1774,1216118,ENERGY
CVX,2024-05-10T16:00:00Z,172.65,177.0333,172.6148,176.9971,753147,ENERGY
KO,2024-05-10T16:00:00Z,191.2721,196.0712,190.3685,195.1492,1056549,STAPLES
PG,2024-05-10T16:00:00Z,226.1272,228.2302,226.1106,228.2135,904120,STAPLES
AAPL,2024-05-13T16:00:00Z,42.7284,43.0825,42.5509,42.9042,1300043,TECH
MSFT,2024-05-13T16:00:00Z,53.0984,54.2653,52.813,53.9752,803600,TECH
NVDA,2024-05-13T16:00:00Z,63.638,66.081,63.5653,66.0056,1361140,TECH
JPM,2024-05-13T16:00:00Z,98.8898,100.5818,98.6376,100.3259,1322271,FINANCIALS
GS,2024-05-13T16:00:00Z,119.1754,119.3006,118.9287,119.0537,1240481,FINANCIALS
BAC,2024-05-13T16:00:00Z,124.1232,124.1806,122.5056,122.5623,706977,FINANCIALS
XOM,2024-05-13T16:00:00Z,168.979,169.1055,162.689,162.8108,1477552,ENERGY
CVX,2024-05-13T16:00:00Z,176.7465,177.5349,173.3997,174.1765,1063345,ENERGY
KO,2024-05-13T16:00:00Z,195.0225,197.5985,194.4561,197.0264,1326070,STAPLES
PG,2024-05-13T16:00:00Z,228.2285,229.544,227.4918,228.8054,877880,STAPLES
AAPL,2024-05-14T16:00:00Z,42.9666,43.074,42.531,42.6375,900353,TECH
MSFT,2024-05-14T16:00:00Z,54.0798,54.1562,52.8291,52.9038,827375,TECH
NVDA,2024-05-14T16:00:00Z,66.0177,69.2856,65.9087,69.1714,1128575,TECH
JPM,2024-05-14T16:00:00Z,100.4089,100.8746,100.2056,100.6707,1573284,FINANCIALS
GS,2024-05-14T16:00:00Z,119.0336,119.0919,117.9186,117.9764,1400535,FINANCIALS
BAC,2024-05-14T16:00:00Z,122.4511,122.6539,121.3949,121.5964,1371416,FINANCIALS
XOM,2024-05-14T16:00:00Z,162.7695,162.8653,157.6528,157.7457,1047046,ENERGY
CVX,2024-05-14T16:00:00Z,174.0785,174.6206,162.7542,163.2626,807822,ENERGY
KO,2024-05-14T16:00:00Z,197.5068,198.1903,196.512,197.1945,729807,STAPLES
PG,2024-05-14T16:00:00Z,228.5095,233.3798,227.588,232.4425,1550459,STAPLES
AAPL,2024-05-15T16:00:00Z,42.6973,43.9064,42.683,43.8918,1435746,TECH
MSFT,2024-05-15T16:00:00Z,52.8825,52.9398,50.3742,50.4287,900214,TECH
NVDA,2024-05-15T16:00:00Z,69.2792,69.427,68.8894,69.0367,744079,TECH
JPM,2024-05-15T16:00:00Z,100.6992,100.7903,100.3787,100.4696,1202570,FINANCIALS
GS,2024-05-15T16:00:00Z,118.0254,118.7011,114.1754,114.8328,703557,FINANCIALS
BAC,2024-05-15T16:00:00Z,121.5079,123.8452,121.4951,123.8322,1528145,FINANCIALS
XOM,2024-05-15T16:00:00Z,157.6008,161.7423,157.3939,161.5303,886776,ENERGY
CVX,2024-05-15T16:00:00Z,163.2561,163.3641,162.5151,162.6227,947261,ENERGY
KO,2024-05-15T16:00:00Z,197.1839,197.725,193.5993,194.1321,1027893,STAPLES
PG,2024-05-15T16:00:00Z,232.3622,236.8884,231.6576,236.1722,703129,STAPLES
AAPL,2024-05-16T16:00:00Z,43.8643,43.9624,43.0141,43.1105,1343979,TECH
MSFT,2024-05-16T16:00:00Z,50.4193,51.425,50.3954,51.4006,1017073,TECH
NVDA,2024-05-16T16:00:00Z,69.0456,70.0965,68.9678,70.0176,1277789,TECH
JPM,2024-05-16T16:00:00Z,100.4892,103.2077,100.4563,103.1739,1426656,FINANCIALS
GS,2024-05-16T16:00:00Z,114.8107,118.0616,114.7631,118.0126,1384831,FINANCIALS
BAC,2024-05-16T16:00:00Z,123.6055,124.0387,117.4104,117.8233,1166468,FINANCIALS
XOM,2024-05-16T16:00:00Z,161.9188,163.2108,158.6347,159.9107,1245316,ENERGY
CVX,2024-05-16T16:00:00Z,162.7044,163.0151,152.1119,152.4029,1040146,ENERGY
KO,2024-05-16T16:00:00Z,194.7899,195.907,194.1822,195.2978,843596,STAPLES
PG,2024-05-16T16:00:00Z,235.8825,238.0481,230.7185,232.8563,993599,STAPLES
AAPL,2024-05-17T16:00:00Z,43.0737,43.195,43.0271,43.1482,1237536,TECH
MSFT,2024-05-17T16:00:00Z,51.399,51.7316,50.217,50.5441,1284178,TECH
NVDA,2024-05-17T16:00:00Z,69.9936,70.1178,68.7633,68.8856,967391,TECH
JPM,2024-05-17T16:00:00Z,103.2628,104.4404,103.2514,104.4289,1455214,FINANCIALS
GS,2024-05-17T16:00:00Z,117.9041,118.2251,117.4877,117.8084,743414,FINANCIALS
BAC,2024-05-17T16:00:00Z,117.7806,119.4994,117.7131,119.4309,1077470,FINANCIALS
XOM,2024-05-17T16:00:00Z,159.6634,169.4178,159.373,169.1102,887244,ENERGY
CVX,2024-05-17T16:00:00Z,152.5828,153.3909,149.9884,150.7871,1390163,ENERGY
KO,2024-05-17T16:00:00Z,195.3479,196.3122,189.6313,190.572,1096961,STAPLES
PG,2024-05-17T16:00:00Z,232.5895,236.508,232.114,236.0255,1333330,STAPLES
AAPL,2024-05-20T16:00:00Z,43.1342,43.9104,43.0351,43.8098,1296957,TECH
MSFT,2024-05-20T16:00:00Z,50.5226,50.785,50.4649,50.727,1101450,TECH
NVDA,2024-05-20T16:00:00Z,68.8444,70.6624,68.3603,70.169,1110120,TECH
JPM,2024-05-20T16:00:00Z,104.2352,104.4759,104.1174,104.3579,801772,FINANCIALS
GS,2024-05-20T16:00:00Z,117.4607,117.6943,115.9117,116.1426,825849,FINANCIALS
BAC,2024-05-20T16:00:00Z,119.5138,120.6758,119.3501,120.5108,1552486,FINANCIALS
XOM,2024-05-20T16:00:00Z,169.2278,176.1929,168.9331,175.8866,1476190,ENERGY
CVX,2024-05-20T16:00:00Z,150.6985,155.6863,150.3635,155.3409,1077406,ENERGY
KO,2024-05-20T16:00:00Z,190.2911,190.6394,189.3151,189.6622,1075768,STAPLES
PG,2024-05-20T16:00:00Z,235.6692,236.2793,226.0958,226.6827,899135,STAPLES
AAPL,2024-05-21T16:00:00Z,43.8499,44.7858,43.8148,44.75,742186,TECH
MSFT,2024-05-21T16:00:00Z,50.6376,50.9446,49.9841,50.289,1075530,TECH
NVDA,2024-05-21T16:00:00Z,70.2529,70.253,68.5648,68.5649,1217214,TECH
JPM,2024-05-21T16:00:00Z,104.3419,107.7063,104.0715,107.4279,1569768,FINANCIALS
GS,2024-05-21T16:00:00Z,116.2898,117.2277,115.4642,116.4013,1386771,FINANCIALS
BAC,2024-05-21T16:00:00Z,120.5219,120.8477,118.2779,118.5985,1207499,FINANCIALS
XOM,2024-05-21T16:00:00Z,175.872,181.8438,175.3413,181.2967,864893,ENERGY
CVX,2024-05-21T16:00:00Z,155.6508,155.8788,151.6534,151.876,714355,ENERGY
KO,2024-05-21T16:00:00Z,189.5984,192.9807,189.4157,192.7949,871880,STAPLES
PG,2024-05-21T16:00:00Z,226.8069,230.1981,226.222,229.606,1580176,STAPLES
AAPL,2024-05-22T16:00:00Z,44.7676,44.7989,43.8564,43.8871,845606,TECH
MSFT,2024-05-22T16:00:00Z,50.3291,50.4337,49.937,50.0411,739176,TECH
NVDA,2024-05-22T16:00:00Z,68.5616,68.5953,66.621,66.6539,1040437,TECH
JPM,2024-05-22T16:00:00Z,107.4899,107.5828,101.0871,101.1745,860573,FINANCIALS
GS,2024-05-22T16:00:00Z,116.6073,119.4443,116.3133,119.1439,975174,FINANCIALS
BAC,2024-05-22T16:00:00Z,118.7512,118.869,109.2348,109.3433,1299980,FINANCIALS
XOM,2024-05-22T16:00:00Z,181.2141,181.6535,176.4719,176.9008,957781,ENERGY
CVX,2024-05-22T16:00:00Z,151.8796,152.6864,148.2804,149.0723,1565200,ENERGY
KO,2024-05-22T16:00:00Z,192.9453,193.5729,188.2813,188.8957,1255787,STAPLES
PG,2024-05-22T16:00:00Z,229.8973,234.6528,229.204,233.9473,1467295,STAPLES
AAPL,2024-05-23T16:00:00Z,43.9055,44.1055,41.6776,41.8683,971005,TECH
MSFT,2024-05-23T16:00:00Z,50.1019,50.5729,50.0086,50.4788,1157681,TECH
NVDA,2024-05-23T16:00:00Z,66.5294,67.0439,65.6234,66.1349,868247,TECH
JPM,2024-05-23T16:00:00Z,101.1339,102.694,100.4433,101.9976,1082503,FINANCIALS
GS,2024-05-23T16:00:00Z,119.0693,119.8547,115.2681,116.0335,1279092,FINANCIALS
BAC,2024-05-23T16:00:00Z,109.3278,109.564,107.2897,107.522,1301650,FINANCIALS
XOM,2024-05-23T16:00:00Z,177.2292,178.2306,167.2858,168.2364,1516215,ENERGY
CVX,2024-05-23T16:00:00Z,149.0672,152.4991,148.5382,151.9598,743967,ENERGY
KO,2024-05-23T16:00:00Z,189.0941,190.4992,185.2898,186.677,1111528,STAPLES
PG,2024-05-23T16:00:00Z,233.8085,236.7216,233.606,236.5168,1037648,STAPLES
AAPL,2024-05-24T16:00:00Z,41.8833,42.2342,41.3505,41.6999,750557,TECH
MSFT,2024-05-24T16:00:00Z,50.5756,50.7024,49.5993,49.7239,1045735,TECH
NVDA,2024-05-24T16:00:00Z,66.0646,66.1097,63.9804,64.0242,783130,TECH
JPM,2024-05-24T16:00:00Z,101.7544,101.9334,100.5921,100.7694,1182957,FINANCIALS
GS,2024-05-24T16:00:00Z,116.1956,116.4362,113.0369,113.2715,1000971,FINANCIALS
BAC,2024-05-24T16:00:00Z,107.6453,107.9206,106.1114,106.3835,1228997,FINANCIALS
XOM,2024-05-24T16:00:00Z,168.2514,169.338,166.5941,167.6769,924459,ENERGY
CVX,2024-05-24T16:00:00Z,152.1712,152.5145,148.3626,148.698,1396914,ENERGY
KO,2024-05-24T16:00:00Z,186.1892,189.5515,185.7246,189.0797,1557242,STAPLES
PG,2024-05-24T16:00:00Z,236.5707,237.7044,231.5832,232.6983,1111835,STAPLES
AAPL,2024-05-27T16:00:00Z,41.6972,41.9683,41.482,41.7528,983729,TECH
MSFT,2024-05-27T16:00:00Z,49.6888,50.8315,49.5924,50.733,1108438,TECH
NVDA,2024-05-27T16:00:00Z,63.924,63.9284,62.3531,62.3573,1190585,TECH
JPM,2024-05-27T16:00:00Z,100.8266,100.827,98.8729,98.8733,1123435,FINANCIALS
GS,2024-05-27T16:00:00Z,113.1909,113.4957,111.8843,112.1864,1396521,FINANCIALS
BAC,2024-05-27T16:00:00Z,106.457,106.4714,100.4169,100.4306,1179522,FINANCIALS
XOM,2024-05-27T16:00:00Z,167.6971,168.6624,161.025,161.9572,800469,ENERGY
CVX,2024-05-27T16:00:00Z,148.5532,148.6172,146.7055,146.7687,1500930,ENERGY
KO,2024-05-27T16:00:00Z,188.8453,189.7746,188.0293,188.9581,759792,STAPLES
PG,2024-05-27T16:00:00Z,232.6529,235.3473,232.2941,234.9849,1476012,STAPLES
AAPL,2024-05-28T16:00:00Z,41.9147,41.9198,41.3158,41.3209,1332096,TECH
MSFT,2024-05-28T16:00:00Z,50.6303,52.3914,50.5618,52.3207,1476107,TECH
NVDA,2024-05-28T16:00:00Z,62.2801,62.2858,60.6774,60.6831,1115942,TECH
JPM,2024-05-28T16:00:00Z,98.9481,99.3268,97.1765,97.5499,1431561,FINANCIALS
GS,2024-05-28T16:00:00Z,112.1481,115.8422,111.9476,115.6354,1259046,FINANCIALS
BAC,2024-05-28T16:00:00Z,100.4342,103.0795,99.2342,101.8625,1139212,FINANCIALS
XOM,2024-05-28T16:00:00Z,161.8001,162.5339,157.0994,157.8152,1117528,ENERGY
CVX,2024-05-28T16:00:00Z,146.8303,149.8665,146.1553,149.1808,995746,ENERGY
KO,2024-05-28T16:00:00Z,188.8482,194.3138,187.8604,193.3027,1307914,STAPLES
PG,2024-05-28T16:00:00Z,235.3092,235.5727,230.8311,231.0899,1388950,STAPLES
AAPL,2024-05-29T16:00:00Z,41.3886,41.5313,41.0047,41.1465,1237794,TECH
MSFT,2024-05-29T16:00:00Z,52.3074,53.1659,52.2878,53.146,1429490,TECH
NVDA,2024-05-29T16:00:00Z,60.7718,60.9508,57.9422,58.1133,911403,TECH
JPM,2024-05-29T16:00:00Z,97.5286,97.8998,95.9173,96.2837,1084049,FINANCIALS
GS,2024-05-29T16:00:00Z,115.9811,118.5874,115.6225,118.2219,1137689,FINANCIALS
BAC,2024-05-29T16:00:00Z,101.9373,102.225,99.3012,99.5822,756613,FINANCIALS
XOM,2024-05-29T16:00:00Z,157.7858,158.6339,154.1416,154.9745,1253046,ENERGY
CVX,2024-05-29T16:00:00Z,149.0626,154.2299,148.941,154.1041,1166103,ENERGY
KO,2024-05-29T16:00:00Z,193.0172,193.2689,188.759,189.0054,1370987,STAPLES
PG,2024-05-29T16:00:00Z,231.8003,232.0834,222.7535,223.026,825660,STAPLES
AAPL,2024-05-30T16:00:00Z,41.0417,41.0726,40.388,40.4184,1419200,TECH
MSFT,2024-05-30T16:00:00Z,53.159,53.1915,51.473,51.5045,1253122,TECH
NVDA,2024-05-30T16:00:00Z,58.1696,58.3986,56.0667,56.2882,1558174,TECH
JPM,2024-05-30T16:00:00Z,96.3921,98.9848,96.2738,98.8635,954574,FINANCIALS
GS,2024-05-30T16:00:00Z,117.915,119.1871,117.1864,118.4552,969778,FINANCIALS
BAC,2024-05-30T16:00:00Z,99.5021,99.7968,98.2017,98.4933,1319555,FINANCIALS
XOM,2024-05-30T16:00:00Z,155.1549,155.7464,151.9841,152.5657,1388827,ENERGY
CVX,2024-05-30T16:00:00Z,154.1011,163.0288,153.672,162.5761,1522108,ENERGY
KO,2024-05-30T16:00:00Z,188.9301,190.1945,186.8087,188.0673,1497814,STAPLES
PG,2024-05-30T16:00:00Z,222.4626,223.978,218.1348,219.631,865580,STAPLES
AAPL,2024-05-31T16:00:00Z,40.4198,40.4365,39.0262,39.0424,1230057,TECH
MSFT,2024-05-31T16:00:00Z,51.4545,52.4938,51.4472,52.4863,1028712,TECH
NVDA,2024-05-31T16:00:00Z,56.354,58.3379,56.3238,58.3067,1289241,TECH
JPM,2024-05-31T16:00:00Z,98.9952,99.2145,93.6516,93.8595,1530955,FINANCIALS
GS,2024-05-31T16:00:00Z,118.6524,119.7513,118.4572,119.5546,1188056,FINANCIALS
BAC,2024-05-31T16:00:00Z,98.5643,98.7579,96.9378,97.1286,1371738,FINANCIALS
XOM,2024-05-31T16:00:00Z,152.2984,152.477,144.3325,144.502,1375101,ENERGY
CVX,2024-05-31T16:00:00Z,162.8876,163.5036,159.6711,160.2772,870357,ENERGY
KO,2024-05-31T16:00:00Z,187.9933,189.4304,187.6206,189.0556,872288,STAPLES
PG,2024-05-31T16:00:00Z,219.7381,220.1147,219.5101,219.8865,1240179,STAPLES
AAPL,2024-06-03T16:00:00Z,39.0212,39.9318,38.69,39.5958,947089,TECH
MSFT,2024-06-03T16:00:00Z,52.4874,52.7652,49.9851,50.2511,971720,TECH
NVDA,2024-06-03T16:00:00Z,58.3462,58.4108,57.5869,57.6508,810793,TECH
JPM,2024-06-03T16:00:00Z,93.6241,93.8196,90.6211,90.8107,1508993,FINANCIALS
GS,2024-06-03T16:00:00Z,119.5097,119.5388,119.3819,119.4111,1395375,FINANCIALS
BAC,2024-06-03T16:00:00Z,97.1021,98.0269,96.7628,97.6855,1303382,FINANCIALS
XOM,2024-06-03T16:00:00Z,144.6847,145.0724,140.5116,140.8891,765538,ENERGY
CVX,2024-06-03T16:00:00Z,160.1235,162.6185,159.8507,162.342,761303,ENERGY
KO,2024-06-03T16:00:00Z,189.3338,189.5824,180.8578,181.0955,870969,STAPLES
PG,2024-06-03T16:00:00Z,219.5432,224.3721,219.197,224.0189,913768,STAPLES
AAPL,2024-06-04T16:00:00Z,39.6345,40.4657,39.5446,40.3741,848650,TECH
MSFT,2024-06-04T16:00:00Z,50.3256,52.3748,50.3255,52.3747,1027214,TECH
NVDA,2024-06-04T16:00:00Z,57.6693,59.6763,57.5137,59.5157,1254242,TECH
JPM,2024-06-04T16:00:00Z,90.7101,93.9465,90.5704,93.802,1496749,FINANCIALS
GS,2024-06-04T16:00:00Z,119.5026,119.8321,118.8241,119.1526,984838,FINANCIALS
BAC,2024-06-04T16:00:00Z,97.7529,100.4147,97.7484,100.4101,1525104,FINANCIALS
XOM,2024-06-04T16:00:00Z,141.1728,143.4742,141.0469,143.3464,1491298,ENERGY
CVX,2024-06-04T16:00:00Z,162.4924,162.5388,155.2934,155.3377,1306757,ENERGY
KO,2024-06-04T16:00:00Z,181.2389,181.9647,180.6272,181.3525,1088510,STAPLES
PG,2024-06-04T16:00:00Z,224.0962,238.0174,223.5682,237.4579,1520316,STAPLES
AAPL,2024-06-05T16:00:00Z,40.3773,41.1293,40.3588,41.1105,1507110,TECH
MSFT,2024-06-05T16:00:00Z,52.3929,55.1513,52.3923,55.1507,715153,TECH
NVDA,2024-06-05T16:00:00Z,59.5947,61.1496,59.3515,60.901,945932,TECH
JPM,2024-06-05T16:00:00Z,93.8457,96.9125,93.7296,96.7928,1364147,FINANCIALS
GS,2024-06-05T16:00:00Z,119.0441,123.0844,118.1956,122.2134,1106217,FINANCIALS
BAC,2024-06-05T16:00:00Z,100.2773,106.2466,100.1239,106.0843,925232,FINANCIALS
XOM,2024-06-05T16:00:00Z,143.3483,143.4763,141.0621,141.1882,959005,ENERGY
CVX,2024-06-05T16:00:00Z,155.1625,159.6154,154.9425,159.3894,1357081,ENERGY
KO,2024-06-05T16:00:00Z,181.7193,184.455,181.4538,184.1859,1565564,STAPLES
PG,2024-06-05T16:00:00Z,237.433,238.0549,236.7087,237.3304,1381139,STAPLES
AAPL,2024-06-06T16:00:00Z,41.1627,41.4633,40.9331,41.2333,707336,TECH
MSFT,2024-06-06T16:00:00Z,55.1564,55.3029,53.7626,53.9057,777154,TECH
NVDA,2024-06-06T16:00:00Z,61.0052,61.9954,60.6049,61.5913,1075136,TECH
JPM,2024-06-06T16:00:00Z,96.7661,97.6485,93.5789,94.4401,1286888,FINANCIALS
GS,2024-06-06T16:00:00Z,122.0821,123.986,121.6726,123.5715,1178705,FINANCIALS
BAC,2024-06-06T16:00:00Z,105.9345,108.5396,105.5114,108.1078,925294,FINANCIALS
XOM,2024-06-06T16:00:00Z,141.1015,144.839,141.0612,144.7977,1188542,ENERGY
CVX,2024-06-06T16:00:00Z,159.3845,165.6368,158.9539,165.1905,1311009,ENERGY
KO,2024-06-06T16:00:00Z,184.2235,184.7769,179.5235,180.0645,907538,STAPLES
PG,2024-06-06T16:00:00Z,237.3495,239.6598,235.8916,238.1968,785517,STAPLES
AAPL,2024-06-07T16:00:00Z,41.2577,41.4535,40.3197,40.512,916899,TECH
MSFT,2024-06-07T16:00:00Z,53.7578,53.8306,51.2266,51.2961,1313012,TECH
NVDA,2024-06-07T16:00:00Z,61.5365,61.612,59.4711,59.5441,1057798,TECH
JPM,2024-06-07T16:00:00Z,94.4369,97.5235,94.4134,97.4992,1205039,FINANCIALS
GS,2024-06-07T16:00:00Z,123.4885,123.6494,120.313,120.47,1426907,FINANCIALS
BAC,2024-06-07T16:00:00Z,108.1332,108.3997,106.5369,106.8001,982791,FINANCIALS
XOM,2024-06-07T16:00:00Z,144.7451,148.9022,144.6859,148.8414,1242272,ENERGY
CVX,2024-06-07T16:00:00Z,165.1372,165.9447,164.9688,165.7757,955381,ENERGY
KO,2024-06-07T16:00:00Z,180.3222,180.6056,175.2316,175.5074,1369012,STAPLES
PG,2024-06-07T16:00:00Z,237.8209,246.2099,237.0793,245.4446,794472,STAPLES
AAPL,2024-06-10T16:00:00Z,40.543,40.7366,38.9827,39.1698,1321498,TECH
MSFT,2024-06-10T16:00:00Z,51.1854,51.2616,51.0535,51.1296,819919,TECH
NVDA,2024-06-10T16:00:00Z,59.5103,60.6721,59.2017,60.3591,812050,TECH
JPM,2024-06-10T16:00:00Z,97.4832,100.509,97.0537,100.0682,893888,FINANCIALS
GS,2024-06-10T16:00:00Z,120.7998,123.0126,120.4705,122.6782,1088199,FINANCIALS
BAC,2024-06-10T16:00:00Z,106.6365,112.6725,106.5793,112.612,1306745,FINANCIALS
XOM,2024-06-10T16:00:00Z,148.6183,149.3206,147.3245,148.024,1352547,ENERGY
CVX,2024-06-10T16:00:00Z,165.4849,169.9748,165.4671,169.9565,733815,ENERGY
KO,2024-06-10T16:00:00Z,175.5518,179.5171,175.0849,179.041,1559712,STAPLES
PG,2024-06-10T16:00:00Z,244.8081,245.3781,243.2454,243.8131,1547878,STAPLES
AAPL,2024-06-11T16:00:00Z,39.2142,39.4759,38.4768,38.7352,1442595,TECH
MSFT,2024-06-11T16:00:00Z,51.0698,51.2502,51.054,51.2343,753029,TECH
NVDA,2024-06-11T16:00:00Z,60.3138,64.4638,60.0464,64.1792,1093594,TECH
JPM,2024-06-11T16:00:00Z,100.1357,100.2578,97.142,97.2606,1534689,FINANCIALS
GS,2024-06-11T16:00:00Z,122.6975,122.7212,120.4595,120.4827,1250050,FINANCIALS
BAC,2024-06-11T16:00:00Z,112.7956,113.2409,109.812,110.2472,830633,FINANCIALS
